epoch,out_0,out_1,step,train_loss
0,-0.10155324637889862,-0.07245682179927826,1,1.1501636505126953
1,-0.04809470474720001,-0.037214137613773346,3,1.0758131742477417
2,-0.023181816563010216,-0.01650271937251091,5,1.0332778692245483
3,-0.009565531276166439,-0.006019300781190395,7,1.0120749473571777
4,-0.0030236977618187666,-0.0013570182491093874,9,1.0027157068252563
5,-0.00022828990768175572,0.000425539183197543,11,0.9991491436958313
6,0.0007379681919701397,0.000909617927391082,13,0.9981815814971924
7,0.0009250984294340014,0.0009202458313666284,15,0.9981603622436523
8,0.0008621295564807951,0.0008139578276313841,17,0.9983727335929871
9,0.0007530153961852193,0.0007041312637738883,19,0.9985922574996948
10,0.0006557255983352661,0.0006159062613733113,21,0.9987685680389404
11,0.0005802933592349291,0.0005498990067280829,23,0.9989004731178284
12,0.0005244099302217364,0.0005017378134652972,25,0.9989967346191406
13,0.0004837927990593016,0.00046707261935807765,27,0.9990661144256592
14,0.0004547103017102927,0.00044252522638998926,29,0.9991151690483093
15,0.0004343456821516156,0.00042564564500935376,31,0.9991489052772522
16,0.0004206671437714249,0.0004146895953454077,33,0.9991708397865295
17,0.0004122232203371823,0.00040841897134669125,35,0.9991833567619324
18,0.00040797877591103315,0.00040595250902697444,37,0.999188244342804
19,0.0004071949515491724,0.00040666270069777966,39,0.9991868138313293
20,0.00040934624848887324,0.0004101069935131818,41,0.999180018901825
21,0.00041406386299058795,0.0004159785166848451,43,0.9991682171821594
22,0.0004210979968775064,0.00042407572618685663,45,0.9991520047187805
23,0.0004302901797927916,0.00043428110075183213,47,0.9991316199302673
24,0.00044155961950309575,0.0004465470265131444,49,0.9991070628166199
25,0.0004548899596557021,0.0004608881426975131,51,0.9990785121917725
26,0.0004703247977886349,0.00047737747081555426,53,0.9990454912185669
27,0.0004879639600403607,0.0004961449885740876,55,0.9990079402923584
28,0.0005079664406366646,0.0005173825193196535,57,0.9989655017852783
29,0.000530554330907762,0.0005413474864326417,59,0.9989176392555237
30,0.0005560202989727259,0.0005683761555701494,61,0.9988635182380676
31,0.0005847407737746835,0.0005988965276628733,63,0.9988025426864624
32,0.0006171918357722461,0.0006334487698040903,65,0.9987334609031677
33,0.0006539735477417707,0.0006727149593643844,67,0.9986550807952881
34,0.0006958442972972989,0.0007175597711466253,69,0.9985653758049011
35,0.0007437660242430866,0.0007690842030569911,71,0.998462438583374
36,0.0007989653968252242,0.0008287042728625238,73,0.9983433485031128
37,0.0008630268857814372,0.0008982612635008991,75,0.9982043504714966
38,0.0009380193660035729,0.0009801806882023811,77,0.9980405569076538
39,0.0010266788303852081,0.001077705412171781,79,0.9978457093238831
40,0.001132688019424677,0.00119525205809623,81,0.9976109266281128
41,0.0012610858539119363,0.0013389434898272157,83,0.9973238706588745
42,0.0014189081266522408,0.0015174559084698558,85,0.9969673752784729
43,0.0016161967068910599,0.001743379863910377,87,0.9965162873268127
44,0.001867640414275229,0.0020354643929749727,89,0.9959332942962646
45,0.002195303328335285,0.0024224354419857264,91,0.9951609373092651
46,0.002633293392136693,0.0029496231582015753,93,0.9941095113754272
47,0.0032359748147428036,0.0036907298490405083,95,0.9926322102546692
48,0.0040926323272287846,0.004768808372318745,97,0.9904851913452148
49,0.00535384239628911,0.006392736453562975,99,0.9872554540634155
50,0.007278001867234707,0.008915883488953114,101,0.9822477102279663
51,0.010309871286153793,0.012919310480356216,103,0.9743282794952393
52,0.015217004343867302,0.01935671456158161,105,0.9616612195968628
53,0.023430034518241882,0.030117591843008995,107,0.9406719207763672
54,0.0382608100771904,0.050268709659576416,109,0.9019895195960999
55,0.06895638257265091,0.09466580301523209,111,0.819629967212677
56,0.14104914665222168,0.19843025505542755,113,0.6425141096115112
57,0.3005542755126953,0.38081157207489014,115,0.3833943009376526
58,0.5139711499214172,0.5657958388328552,117,0.1885332465171814
59,0.642578661441803,0.6569574475288391,119,0.1176781952381134
60,0.6800663471221924,0.6675330400466919,121,0.11053428053855896
61,0.6591328382492065,0.6289161443710327,123,0.13770322501659393
