epoch,out_0,out_1,step,train_loss
0,0.035687342286109924,0.9894281029701233,1,0.0001117650099331513
1,-0.4954012930393219,0.9898805022239685,3,0.00010240423580398783
2,-0.21210715174674988,0.9878270626068115,5,0.00014818040654063225
3,0.19377785921096802,0.9853830933570862,7,0.00021365395514294505
4,0.21661198139190674,0.9830223321914673,9,0.0002882411936298013
5,0.09717286378145218,0.980688214302063,11,0.0003729450691025704
6,0.0003688152355607599,0.9782801270484924,13,0.00047175289364531636
7,-0.05540182441473007,0.9755401015281677,15,0.000598286627791822
8,-0.08162864297628403,0.9722554087638855,17,0.000769762322306633
9,-0.0883471816778183,0.9683774709701538,19,0.0009999843314290047
10,-0.08279625326395035,0.964069664478302,21,0.0012909889919683337
11,-0.07028228789567947,0.9597248435020447,23,0.0016220882534980774
12,-0.05457872897386551,0.9559324979782104,25,0.0019419447053223848
13,-0.038159411400556564,0.9533407688140869,27,0.0021770838648080826
14,-0.022477351129055023,0.9524065256118774,29,0.0022651387844234705
15,-0.008310826495289803,0.9531787037849426,31,0.0021922336891293526
16,0.003902547061443329,0.9552991986274719,33,0.0019981616642326117
17,0.013829601928591728,0.9582117795944214,35,0.0017462553223595023
18,0.02114849165081978,0.9613986015319824,37,0.0014900679234415293
19,0.025584062561392784,0.9645034074783325,39,0.0012600080808624625
20,0.027015218511223793,0.9673389792442322,41,0.0010667422320693731
21,0.025579318404197693,0.969839870929718,43,0.000909633410628885
22,0.021712282672524452,0.9720101952552795,45,0.0007834291900508106
23,0.01610313542187214,0.9738845229148865,47,0.0006820181151852012
24,0.009586675092577934,0.9755051732063293,49,0.000599996536038816
25,0.003017230425029993,0.976911723613739,51,0.0005330684944055974
26,-0.0028398630674928427,0.9781370759010315,53,0.00047798745799809694
27,-0.007388684898614883,0.9792079329490662,55,0.00043231004383414984
28,-0.010252117179334164,0.9801461696624756,57,0.00039417456719093025
29,-0.011295164003968239,0.9809694886207581,59,0.0003621603536885232
30,-0.010622303001582623,0.981693685054779,61,0.0003351211780682206
31,-0.00854865089058876,0.9823325872421265,63,0.0003121374757029116
32,-0.005547568667680025,0.9828982353210449,65,0.0002924703585449606
33,-0.002179604023694992,0.9834011197090149,67,0.00027552281972020864
34,0.0009917697170749307,0.9838502407073975,69,0.00026081473333761096
35,0.0034860786981880665,0.9842531085014343,71,0.0002479646063875407
36,0.00498183025047183,0.9846158027648926,73,0.00023667352797929198
37,0.005363193340599537,0.9849442839622498,75,0.0002266745868837461
38,0.0047262609004974365,0.985243558883667,77,0.0002177525602746755
39,0.0033407530281692743,0.985518217086792,79,0.00020972204220015556
40,0.0015779895475134254,0.9857721328735352,81,0.00020243220205884427
41,-0.00017265409405808896,0.9860085248947144,83,0.00019576137128751725
42,-0.0015809402102604508,0.986230194568634,85,0.00018960754096042365
43,-0.0024305160623043776,0.9864386320114136,87,0.00018391069897916168
44,-0.0026443027891218662,0.9866355657577515,89,0.00017860809748526663
45,-0.002280337503179908,0.9868219494819641,91,0.0001736610138323158
46,-0.0015040677972137928,0.9869988560676575,93,0.00016902975039556623
47,-0.0005419598310254514,0.9871671199798584,95,0.0001646828168304637
48,0.0003720697422977537,0.9873273372650146,97,0.00016059637709986418
49,0.0010470070410519838,0.9874800443649292,99,0.00015674928727094084
50,0.0013713190564885736,0.9876260161399841,101,0.00015311547031160444
51,0.0013282246654853225,0.9877657890319824,103,0.00014967592142056674
52,0.0009876244002953172,0.9879000186920166,105,0.00014640955487266183
53,0.00047757112770341337,0.9880291819572449,107,0.00014330047997646034
54,-5.316436363500543e-05,0.9881538152694702,109,0.0001403320929966867
55,-0.0004741653974633664,0.9882743954658508,111,0.00013748979836236686
56,-0.00070163857890293,0.9883912801742554,113,0.00013476237654685974
57,-0.0007116717752069235,0.9885045289993286,115,0.000132145854877308
58,-0.0005381181254051626,0.988614559173584,117,0.00012962825712747872
59,-0.0002556634717620909,0.9887212514877319,119,0.000127210165373981
