epoch,out_0,out_1,step,train_loss
24,-0.002478827955201268,0.9922069907188416,49,6.0730992117896676e-05
49,0.0003043213509954512,0.9922577738761902,99,5.9942063671769574e-05
74,1.5665778846596368e-05,0.992322564125061,149,5.8943020121660084e-05
99,7.824062890904315e-07,0.9923973679542542,199,5.780001447419636e-05
124,-9.615743010726874e-07,0.9924795627593994,249,5.6556975323474035e-05
149,-6.487522909992549e-07,0.9925673007965088,299,5.5245018302230164e-05
174,-8.952029020292684e-07,0.9926592707633972,349,5.388630597735755e-05
199,1.5673023767703853e-07,0.9927542209625244,399,5.250131289358251e-05
224,-1.4784371842324617e-06,0.9928510785102844,449,5.110707934363745e-05
249,-1.187816110359563e-06,0.9929494857788086,499,4.970974987372756e-05
274,-8.969259823743414e-08,0.993048369884491,549,4.8325160605600104e-05
299,1.5480210322493804e-06,0.9931473135948181,599,4.695931056630798e-05
324,2.9181586569393403e-07,0.9932460188865662,649,4.5616259740199894e-05
349,-2.2459985871137178e-08,0.9933440089225769,699,4.430221815709956e-05
374,-3.5956620081378787e-07,0.9934412837028503,749,4.3016760173486546e-05
399,-3.8226266951824073e-07,0.993537187576294,799,4.176794391241856e-05
424,9.899747510644374e-07,0.9936318397521973,849,4.055346653331071e-05
449,-2.0937079625582555e-06,0.993725061416626,899,3.937485598726198e-05
474,-2.2526744913875518e-08,0.9938164949417114,949,3.823573570116423e-05
499,-1.2848162214140757e-06,0.9939064383506775,999,3.713149271789007e-05
524,-2.548676548030926e-06,0.9939945936203003,1049,3.6064906453248113e-05
549,-9.027525038618478e-07,0.9940811395645142,1099,3.5032910091103986e-05
574,-3.1616252726962557e-06,0.9941657185554504,1149,3.403883965802379e-05
599,-3.660772108560195e-06,0.9942486882209778,1199,3.307758743176237e-05
624,-1.0559668226051144e-05,0.9943297505378723,1249,3.215172910131514e-05
649,0.001674414030276239,0.9944090843200684,1299,3.125833973172121e-05
674,8.079941471805796e-05,0.9944751262664795,1349,3.0524228350259364e-05
699,0.00010474347072886303,0.9945408701896667,1399,2.9802098651998676e-05
724,-1.1867710782098584e-05,0.9946058988571167,1449,2.9096327125444077e-05
749,-2.492599548986618e-07,0.9946697354316711,1499,2.8411719540599734e-05
774,-0.00010816354188136756,0.994732677936554,1549,2.774468157440424e-05
799,-0.001577370916493237,0.9947888851165771,1599,2.715571827138774e-05
824,-0.00020128385222051293,0.9948409795761108,1649,2.6615491151460446e-05
849,5.490506737260148e-06,0.9948933124542236,1699,2.607825808809139e-05
874,2.315158326382516e-06,0.9949451088905334,1749,2.5551924409228377e-05
899,1.7711691953081754e-06,0.9949962496757507,1799,2.5037517843884416e-05
924,0.00012156271259300411,0.9950467348098755,1849,2.453483648423571e-05
949,-0.004097485914826393,0.995090126991272,1899,2.410685374343302e-05
974,0.0001297137641813606,0.9951307773590088,1949,2.3709329980192706e-05
999,4.317528691899497e-06,0.9951720833778381,1999,2.330877941858489e-05
1024,6.3193892856361344e-06,0.9952131509780884,2049,2.2913924112799577e-05
1049,-5.002669354325917e-07,0.99525386095047,2099,2.2525835447595455e-05
1074,1.0554783330007922e-05,0.9952943325042725,2149,2.2143307432997972e-05
1099,-0.0009423966403119266,0.9953345656394958,2199,2.1766278223367408e-05
